CountryCode,Country,SeriesCode,MDG,Series,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
404,Kenya,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",37.0,32.0,27.0,22.0,18.0,16.0,15.0,15.0,15.0,16.0,18.0,19.0,20.0,21.0,21.0,22.0,21.0,20.0,19.0,18.0,18.0,18.0,19.0,20.0
404,Kenya,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",25.0,22.0,18.0,15.0,12.0,11.0,9.9,9.8,10.0,11.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,12.0,11.0,11.0,11.0,11.0,12.0,12.0
404,Kenya,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",46.0,39.0,32.0,26.0,22.0,20.0,20.0,20.0,21.0,22.0,24.0,25.0,26.0,27.0,28.0,28.0,28.0,27.0,26.0,25.0,25.0,25.0,26.0,27.0
296,Kiribati,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",29.0,44.0,14.0,40.0,45.0,38.0,15.0,34.0,41.0,18.0,15.0,14.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
296,Kiribati,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",20.0,27.0,11.0,31.0,29.0,27.0,11.0,24.0,30.0,11.0,11.0,9.7,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
296,Kiribati,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",39.0,64.0,18.0,50.0,65.0,50.0,21.0,46.0,53.0,27.0,20.0,18.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
408,"Korea, Democratic People's Republic of",647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",110.0,121.0,132.0,140.0,146.0,149.0,148.0,144.0,138.0,131.0,123.0,115.0,107.0,99.0,91.0,82.0,72.0,61.0,51.0,43.0,36.0,31.0,29.0,27.0
408,"Korea, Democratic People's Republic of",793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",105.0,113.0,114.0,114.0,111.0,109.0,110.0,109.0,101.0,93.0,85.0,78.0,73.0,64.0,57.0,48.0,42.0,37.0,33.0,28.0,22.0,17.0,15.0,12.0
408,"Korea, Democratic People's Republic of",794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",224.0,216.0,206.0,198.0,205.0,204.0,195.0,180.0,164.0,162.0,156.0,147.0,136.0,123.0,114.0,106.0,97.0,84.0,73.0,64.0,57.0,49.0,46.0,46.0
410,"Korea, Republic of",647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",11.0,11.0,11.0,10.0,10.0,10.0,9.3,9.2,9.1,8.7,8.6,7.9,8.0,8.0,7.2,7.1,6.6,5.6,5.5,5.3,5.4,5.4,5.6,5.2
410,"Korea, Republic of",793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",10.0,9.9,9.9,9.9,9.7,9.5,8.5,8.3,8.3,7.8,7.9,7.4,7.6,7.6,6.7,6.6,6.2,5.3,5.1,5.0,5.1,5.1,5.3,4.9
410,"Korea, Republic of",794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",12.0,12.0,11.0,11.0,11.0,11.0,10.0,10.0,9.9,9.6,9.3,8.5,8.5,8.5,7.7,7.6,7.1,6.0,5.8,5.6,5.7,5.7,5.8,5.5
414,Kuwait,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",1.0,1.0,1.0,1.1,0.8,1.4,0.8,1.3,0.5,1.2,0.8,0.9,1.2,0.8,0.9,1.0,0.8,1.1,0.8,1.2,1.2,0.6,1.0,1.0
414,Kuwait,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",0.8,0.8,0.8,0.9,0.7,1.3,0.7,1.2,0.5,1.2,0.8,0.9,1.2,0.8,0.9,1.0,0.8,1.1,0.8,1.2,1.2,0.6,0.9,0.9
414,Kuwait,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",1.2,1.1,1.1,1.2,0.8,1.5,0.8,1.4,0.5,1.2,0.8,0.9,1.2,0.8,0.9,1.0,0.8,1.1,0.8,1.3,1.3,0.6,1.0,1.0
417,Kyrgyzstan,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",9.1,10.0,11.0,12.0,16.0,16.0,16.0,19.0,21.0,22.0,25.0,29.0,24.0,22.0,21.0,16.0,17.0,14.0,13.0,12.0,12.0,12.0,11.0,11.0
417,Kyrgyzstan,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",7.6,8.7,9.4,11.0,14.0,13.0,14.0,17.0,19.0,20.0,23.0,26.0,22.0,20.0,18.0,16.0,17.0,14.0,12.0,11.0,12.0,12.0,11.0,11.0
417,Kyrgyzstan,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",11.0,12.0,13.0,15.0,19.0,18.0,19.0,22.0,24.0,25.0,28.0,32.0,27.0,25.0,24.0,16.0,17.0,14.0,13.0,12.0,12.0,12.0,11.0,11.0
418,Lao People's Democratic Republic,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",194.0,188.0,181.0,174.0,167.0,160.0,152.0,145.0,137.0,129.0,121.0,114.0,107.0,100.0,94.0,88.0,82.0,77.0,72.0,68.0,64.0,60.0,56.0,53.0
418,Lao People's Democratic Republic,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",125.0,129.0,127.0,122.0,118.0,114.0,111.0,108.0,99.0,92.0,84.0,79.0,73.0,68.0,61.0,56.0,54.0,52.0,49.0,46.0,42.0,40.0,35.0,29.0
418,Lao People's Democratic Republic,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",257.0,240.0,222.0,208.0,206.0,202.0,190.0,172.0,161.0,154.0,147.0,137.0,126.0,117.0,111.0,106.0,99.0,96.0,92.0,89.0,85.0,83.0,79.0,82.0
428,Latvia,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",7.2,5.8,7.3,9.8,13.0,14.0,12.0,13.0,14.0,13.0,13.0,12.0,8.7,9.3,7.9,8.1,8.5,5.9,5.3,4.5,4.0,3.3,2.8,2.1
428,Latvia,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",7.1,5.7,7.1,9.6,13.0,14.0,11.0,13.0,14.0,13.0,12.0,11.0,8.5,9.1,7.7,7.9,8.2,5.8,5.1,4.4,3.9,3.2,2.7,2.1
428,Latvia,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",7.3,5.9,7.5,10.0,14.0,14.0,12.0,13.0,15.0,14.0,13.0,12.0,9.0,9.6,8.2,8.3,8.8,6.1,5.5,4.7,4.2,3.4,2.8,2.1
422,Lebanon,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",1.9,1.7,1.6,1.4,1.3,1.1,0.9,1.2,1.1,0.9,0.8,0.6,0.5,0.5,0.7,0.8,0.9,1.0,1.1,1.3,1.4,1.5,1.4,0.9
422,Lebanon,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",0.5,0.5,0.4,0.3,0.3,0.2,0.2,0.4,0.3,0.3,0.3,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.5,0.6,0.7,0.7,0.6,0.2
422,Lebanon,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",4.1,3.9,3.6,3.4,3.1,2.8,2.4,2.5,2.2,1.9,1.8,1.5,1.3,1.3,1.5,1.6,1.8,1.9,2.0,2.2,2.4,2.7,2.6,1.9
426,Lesotho,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",68.0,62.0,56.0,53.0,51.0,53.0,57.0,62.0,66.0,68.0,71.0,72.0,74.0,76.0,77.0,76.0,75.0,69.0,69.0,63.0,63.0,61.0,53.0,46.0
426,Lesotho,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",35.0,37.0,36.0,29.0,29.0,36.0,40.0,37.0,36.0,38.0,42.0,46.0,48.0,48.0,47.0,44.0,43.0,42.0,43.0,39.0,38.0,35.0,26.0,18.0
426,Lesotho,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",103.0,86.0,78.0,88.0,88.0,85.0,79.0,94.0,101.0,96.0,88.0,87.0,90.0,91.0,94.0,97.0,97.0,90.0,92.0,89.0,93.0,96.0,88.0,86.0
430,Liberia,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",38.0,42.0,46.0,49.0,52.0,55.0,57.0,57.0,57.0,56.0,55.0,53.0,52.0,51.0,50.0,48.0,48.0,48.0,47.0,47.0,48.0,48.0,49.0,49.0
430,Liberia,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",15.0,23.0,31.0,35.0,38.0,39.0,41.0,40.0,40.0,39.0,38.0,37.0,37.0,36.0,35.0,34.0,34.0,33.0,33.0,33.0,32.0,32.0,31.0,30.0
430,Liberia,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",60.0,58.0,60.0,64.0,65.0,67.0,70.0,71.0,70.0,68.0,66.0,64.0,62.0,61.0,60.0,60.0,60.0,60.0,61.0,63.0,64.0,64.0,65.0,66.0
434,Libyan Arab Jamahiriya,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",13.0,11.0,9.5,8.2,7.1,6.2,5.6,5.4,5.2,5.0,4.9,4.7,4.3,3.7,3.4,3.2,3.1,3.2,3.6,4.3,5.0,6.1,7.3,8.7
434,Libyan Arab Jamahiriya,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",8.6,7.1,5.9,4.8,3.9,3.1,2.7,2.4,2.3,2.1,2.0,1.9,1.6,1.3,1.1,1.1,1.0,1.1,1.2,1.6,2.2,3.1,4.1,5.2
434,Libyan Arab Jamahiriya,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",18.0,16.0,14.0,13.0,11.0,10.0,9.9,9.6,9.4,9.2,9.2,9.0,8.3,7.6,7.3,6.5,6.6,6.7,7.7,8.5,9.3,10.0,12.0,13.0
438,Liechtenstein,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)", , , , , , , , , , , , , , , , , , , , , , , , 
438,Liechtenstein,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)", , , , , , , , , , , , , , , , , , , , , , , , 
438,Liechtenstein,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)", , , , , , , , , , , , , , , , , , , , , , , , 
440,Lithuania,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",7.0,8.1,8.2,11.0,12.0,14.0,12.0,12.0,12.0,11.0,11.0,10.0,9.8,9.9,9.3,11.0,12.0,11.0,11.0,8.7,7.3,7.1,8.4,8.4
440,Lithuania,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",7.0,8.0,8.1,10.0,12.0,13.0,12.0,11.0,12.0,11.0,10.0,10.0,9.8,9.8,9.3,11.0,11.0,11.0,11.0,8.6,7.2,7.0,8.4,8.4
440,Lithuania,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",7.0,8.2,8.4,11.0,12.0,14.0,12.0,12.0,12.0,11.0,11.0,10.0,9.8,9.9,9.4,11.0,12.0,11.0,11.0,8.7,7.3,7.1,8.5,8.5
442,Luxembourg,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",0.6,0.3,0.0,0.3,1.0,0.0,0.0,0.5,1.2,0.5,0.2,0.5,0.7,0.7,0.7,0.2,0.2,0.4,0.4,0.4,0.2,0.2,0.2,0.4
442,Luxembourg,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",0.5,0.3,0.0,0.3,1.0,0.0,0.0,0.5,1.2,0.5,0.2,0.5,0.7,0.7,0.7,0.2,0.2,0.4,0.4,0.4,0.2,0.2,0.2,0.4
442,Luxembourg,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",0.6,0.3,0.0,0.3,1.1,0.0,0.0,0.5,1.2,0.5,0.2,0.5,0.7,0.7,0.7,0.2,0.2,0.4,0.4,0.4,0.2,0.2,0.2,0.4
450,Madagascar,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",148.0,138.0,128.0,118.0,109.0,101.0,95.0,91.0,87.0,84.0,81.0,78.0,75.0,72.0,70.0,67.0,64.0,62.0,60.0,58.0,56.0,55.0,54.0,52.0
450,Madagascar,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",103.0,96.0,89.0,84.0,78.0,73.0,70.0,67.0,63.0,60.0,58.0,55.0,53.0,51.0,49.0,47.0,45.0,43.0,42.0,41.0,39.0,38.0,36.0,34.0
450,Madagascar,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",182.0,167.0,151.0,137.0,125.0,117.0,111.0,108.0,107.0,104.0,99.0,94.0,90.0,87.0,84.0,81.0,78.0,77.0,76.0,75.0,73.0,71.0,69.0,69.0
454,Malawi,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",40.0,38.0,38.0,39.0,40.0,40.0,40.0,38.0,37.0,34.0,32.0,30.0,28.0,26.0,24.0,22.0,20.0,18.0,16.0,14.0,13.0,11.0,10.0,9.3
454,Malawi,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",18.0,20.0,23.0,26.0,27.0,29.0,31.0,31.0,29.0,26.0,24.0,22.0,19.0,17.0,15.0,12.0,11.0,10.0,9.0,7.7,6.1,4.5,3.7,3.1
454,Malawi,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",56.0,52.0,51.0,50.0,55.0,59.0,59.0,54.0,52.0,51.0,49.0,44.0,39.0,34.0,30.0,27.0,25.0,21.0,19.0,16.0,13.0,18.0,16.0,16.0
458,Malaysia,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.7,6.8,6.9,7.5,6.7,6.4,6.0,5.8,6.1,6.0,5.8,5.8,5.8,5.8,5.8,5.8
458,Malaysia,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.9,3.0,3.5,3.2,3.1,3.0,3.2,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2
458,Malaysia,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,11.0,11.0,10.0,9.1,9.7,9.6,9.2,9.2,9.2,9.2,9.2,9.2
462,Maldives,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",29.0,25.0,22.0,19.0,16.0,14.0,12.0,10.0,9.0,7.8,5.4,6.9,10.0,2.9,0.5,2.0,1.9,1.8,2.7,2.6,2.5,2.1,2.2,2.2
462,Maldives,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",27.0,23.0,19.0,16.0,14.0,12.0,9.9,8.3,6.9,5.8,3.8,4.2,6.6,2.0,0.4,1.6,1.5,1.5,2.2,2.1,2.1,1.7,1.8,1.8
462,Maldives,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",31.0,27.0,24.0,21.0,18.0,16.0,14.0,13.0,11.0,10.0,7.1,10.0,14.0,3.9,0.6,2.5,2.4,2.2,3.2,3.0,2.9,2.5,2.6,2.6
466,Mali,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",19.0,19.0,19.0,18.0,18.0,18.0,17.0,17.0,16.0,15.0,15.0,14.0,14.0,13.0,13.0,12.0,12.0,11.0,10.0,10.0,9.9,9.9,10.0,10.0
466,Mali,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",13.0,13.0,13.0,12.0,12.0,11.0,11.0,11.0,10.0,9.9,9.6,9.2,8.8,8.5,8.2,7.9,7.5,7.2,6.9,6.7,6.6,6.7,6.8,7.0
466,Mali,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",23.0,23.0,23.0,22.0,22.0,22.0,21.0,20.0,20.0,19.0,18.0,17.0,17.0,16.0,16.0,15.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0
470,Malta,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",0.3,0.8,0.3,0.6,0.0,0.3,0.3,0.3,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.2,0.2,1.0,0.2,0.2,0.2,0.7,0.4,0.4
470,Malta,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",0.3,0.8,0.3,0.5,0.0,0.3,0.3,0.3,0.5,0.5,0.3,0.3,0.2,0.2,0.3,0.2,0.2,1.0,0.2,0.2,0.2,0.7,0.4,0.4
470,Malta,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",0.3,0.8,0.3,0.6,0.0,0.3,0.3,0.3,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.2,0.2,1.0,0.2,0.2,0.2,0.7,0.4,0.4
584,Marshall Islands,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",3.6,2.5,22.0,29.0,26.0,24.0,23.0,19.0,14.0,5.7,3.5,17.0,7.0,7.3,48.0,31.0,48.0,59.0,19.0,30.0,81.0,25.0,32.0,39.0
584,Marshall Islands,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",1.1,0.6,11.0,16.0,14.0,12.0,12.0,9.1,5.9,1.4,1.0,7.1,2.1,2.3,25.0,12.0,23.0,29.0,4.7,9.8,44.0,7.3,11.0,15.0
584,Marshall Islands,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",7.6,5.9,36.0,46.0,43.0,40.0,39.0,33.0,27.0,14.0,7.7,32.0,15.0,15.0,79.0,60.0,85.0,100.0,45.0,65.0,133.0,56.0,68.0,78.0
474,Martinique,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)", , , , , , , , , , , , , , , , , , , , , , , , 
474,Martinique,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)", , , , , , , , , , , , , , , , , , , , , , , , 
474,Martinique,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)", , , , , , , , , , , , , , , , , , , , , , , , 
478,Mauritania,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",99.0,95.0,90.0,85.0,80.0,76.0,71.0,67.0,64.0,60.0,57.0,53.0,50.0,46.0,43.0,41.0,38.0,36.0,34.0,32.0,30.0,29.0,27.0,26.0
478,Mauritania,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",52.0,55.0,59.0,56.0,51.0,46.0,45.0,43.0,42.0,40.0,37.0,36.0,31.0,29.0,27.0,23.0,22.0,22.0,22.0,20.0,18.0,18.0,16.0,14.0
478,Mauritania,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",147.0,139.0,127.0,114.0,112.0,106.0,98.0,88.0,79.0,78.0,76.0,71.0,65.0,59.0,54.0,51.0,47.0,45.0,44.0,42.0,41.0,39.0,38.0,40.0
480,Mauritius,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",2.7,2.7,2.0,1.9,1.7,1.1,0.8,2.2,0.8,1.3,0.5,0.8,0.8,0.9,1.3,1.2,0.7,1.2,1.3,1.3,1.0,1.6,1.1,1.2
480,Mauritius,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",2.6,2.6,1.9,1.8,1.7,1.1,0.7,2.1,0.8,1.2,0.5,0.8,0.8,0.9,1.3,1.2,0.7,1.2,1.2,1.3,1.0,1.6,1.1,1.2
480,Mauritius,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",2.8,2.7,2.0,1.9,1.8,1.2,0.8,2.3,0.8,1.3,0.5,0.8,0.8,1.0,1.3,1.2,0.7,1.2,1.3,1.3,1.0,1.6,1.1,1.2
175,Mayotte,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)", , , , , , , , , , , , , , , , , , , , , , , , 
175,Mayotte,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)", , , , , , , , , , , , , , , , , , , , , , , , 
175,Mayotte,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)", , , , , , , , , , , , , , , , , , , , , , , , 
484,Mexico,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",7.8,6.9,6.6,6.2,5.8,5.5,5.1,4.6,4.3,3.8,3.3,3.3,3.1,3.1,2.4,2.5,2.3,2.1,2.2,2.0,2.2,2.1,1.8,1.8
484,Mexico,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",7.5,6.5,6.2,5.7,5.4,5.2,4.9,4.4,4.2,3.7,3.2,3.2,2.9,2.9,2.3,2.4,2.1,2.0,2.1,1.9,2.1,2.1,1.8,1.8
484,Mexico,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",8.1,7.3,7.1,6.6,6.3,5.9,5.4,4.8,4.5,4.0,3.5,3.4,3.2,3.2,2.5,2.6,2.4,2.2,2.3,2.1,2.3,2.1,1.8,1.8
583,"Micronesia, Federated States of",647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",26.0,44.0,58.0,70.0,79.0,86.0,89.0,88.0,86.0,84.0,81.0,78.0,74.0,69.0,64.0,58.0,52.0,47.0,42.0,37.0,32.0,28.0,25.0,21.0
583,"Micronesia, Federated States of",793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",2.5,3.7,21.0,23.0,26.0,31.0,43.0,47.0,42.0,44.0,45.0,40.0,32.0,34.0,26.0,26.0,19.0,11.0,7.3,6.6,4.7,3.8,3.1,2.5
583,"Micronesia, Federated States of",794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",172.0,199.0,119.0,150.0,169.0,173.0,154.0,144.0,150.0,140.0,130.0,132.0,139.0,120.0,123.0,108.0,104.0,113.0,115.0,102.0,100.0,93.0,85.0,79.0
492,Monaco,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",0.7,0.1,0.7,0.7,0.7,0.7,0.1,0.1,0.1,4.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.3,0.4,0.5,0.6,0.1,0.1,0.1
492,Monaco,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",0.5,0.0,0.4,0.4,0.4,0.4,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.3,0.4,0.0,0.0,0.0
492,Monaco,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",1.0,0.2,1.0,1.0,1.0,1.0,0.2,0.2,0.1,5.3,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.5,0.6,0.7,0.9,0.2,0.2,0.2
496,Mongolia,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",16.0,16.0,15.0,14.0,13.0,13.0,12.0,11.0,10.0,9.8,9.1,8.5,7.9,7.4,6.9,6.5,6.2,5.9,5.6,5.4,5.2,5.1,5.0,4.9
496,Mongolia,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",13.0,12.0,11.0,10.0,9.7,9.0,8.3,7.6,6.9,6.2,5.6,5.0,4.5,4.0,3.6,3.2,2.9,2.6,2.3,2.7,2.0,1.9,1.9,1.8
496,Mongolia,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",21.0,20.0,19.0,18.0,18.0,17.0,16.0,15.0,15.0,14.0,14.0,13.0,12.0,12.0,11.0,11.0,11.0,10.0,10.0,9.0,9.9,9.8,9.6,9.5
499,Montenegro,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)", , , , , , , , , , , , , , , ,0.6,0.9,1.3,0.6,0.2,0.2,0.2,0.2,0.2
499,Montenegro,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)", , , , , , , , , , , , , , , ,0.5,0.9,1.2,0.5,0.2,0.1,0.1,0.1,0.1
499,Montenegro,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)", , , , , , , , , , , , , , , ,0.6,1.0,1.4,0.6,0.2,0.2,0.2,0.2,0.2
500,Montserrat,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",0.0,0.0,9.3,0.0,0.0,11.0,11.0,12.0,32.0,20.0,21.0,23.0,24.0,23.0,22.0,22.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
500,Montserrat,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",0.0,0.0,9.3,0.0,0.0,10.0,11.0,12.0,30.0,18.0,21.0,23.0,23.0,23.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
500,Montserrat,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",0.0,0.0,9.3,0.0,0.0,11.0,11.0,12.0,33.0,21.0,22.0,24.0,24.0,24.0,23.0,22.0,22.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0
504,Morocco,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,9.5,8.6,8.6,8.6
504,Morocco,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
504,Morocco,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,47.0,43.0,39.0,39.0,39.0
508,Mozambique,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",118.0,122.0,124.0,125.0,124.0,122.0,118.0,112.0,106.0,99.0,92.0,85.0,79.0,75.0,71.0,69.0,67.0,66.0,66.0,65.0,64.0,65.0,66.0,69.0
508,Mozambique,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",39.0,56.0,64.0,71.0,62.0,60.0,68.0,71.0,69.0,62.0,58.0,54.0,52.0,49.0,48.0,44.0,43.0,44.0,45.0,45.0,44.0,43.0,39.0,36.0
508,Mozambique,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",237.0,215.0,203.0,186.0,190.0,179.0,164.0,145.0,134.0,130.0,119.0,106.0,96.0,90.0,87.0,84.0,83.0,84.0,86.0,86.0,86.0,89.0,91.0,101.0
104,Myanmar,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",154.0,154.0,154.0,155.0,155.0,154.0,153.0,151.0,148.0,143.0,135.0,126.0,115.0,103.0,92.0,82.0,73.0,67.0,61.0,57.0,54.0,52.0,50.0,49.0
104,Myanmar,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",106.0,108.0,108.0,110.0,111.0,112.0,113.0,113.0,110.0,105.0,99.0,91.0,82.0,73.0,64.0,55.0,49.0,45.0,41.0,38.0,36.0,34.0,31.0,29.0
104,Myanmar,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",193.0,187.0,182.0,178.0,178.0,179.0,176.0,172.0,173.0,169.0,159.0,148.0,136.0,123.0,110.0,98.0,90.0,85.0,81.0,78.0,75.0,72.0,70.0,71.0
516,Namibia,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",116.0,92.0,68.0,53.0,52.0,67.0,98.0,132.0,161.0,180.0,187.0,185.0,178.0,169.0,159.0,147.0,133.0,116.0,93.0,73.0,58.0,53.0,55.0,57.0
516,Namibia,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",67.0,54.0,39.0,35.0,38.0,53.0,81.0,112.0,140.0,167.0,37.0,15.0,2.9,2.4,11.0,20.0,128.0,105.0,81.0,59.0,37.0,28.0,24.0,20.0
